1995,46.45748,64.07168,14.38942,-6.87842,-34.63622,-9.63079,-18.73293,-7.86648,8.11013,-0.19605,-0.40333,-4.08714,37.41517,893.76947,2003.86813,834.07898,963.78586,529.51884,343.30103,288.55464,169.44154,232.08352,184.75979,185.06008,-45.69300,364.05602,197.26301,134.74909,-20.85518,67.57029,-10.14469,25.54460,-8.95284,-33.95014,-3.09185,-84.04421,208.43127,507.08827,-295.11687,-98.65175,25.90533,65.03327,-26.17885,0.20890,-47.50302,-23.18086,417.85994,17.44694,-36.74406,82.24600,-10.19499,29.35933,-9.89456,21.20198,-60.00694,-70.41227,128.07774,-19.39400,30.61717,-26.65012,18.00275,4.81867,-3.66236,-68.82542,11.18022,15.61534,-2.93565,7.19610,7.40317,-28.37434,27.12506,-5.32577,-91.90681,-42.35540,-35.70847,-13.01212,-67.70648,103.87156,-97.27390,133.48356,-4.46358,-133.47466,-51.31271,66.44505,-20.12356,38.21450,-39.15015,7.44222,106.04568,3.21808
1988,44.93178,49.53023,25.52765,-8.81045,-32.92869,-19.08449,-0.27609,7.72552,-0.34850,8.03303,-1.64095,-4.61478,48.98939,1806.36700,1181.28013,1023.07773,1158.11451,308.93741,335.25309,316.59862,133.61254,199.99669,193.83164,203.58140,36.34286,-503.63927,111.62949,-47.89381,-14.33068,-11.18022,15.02308,58.66664,26.08311,-24.27819,26.75364,29.01536,-172.83469,311.08862,-140.81748,57.10571,-24.32985,42.01952,-43.27636,-11.76135,-58.28993,36.94486,-587.32724,127.92104,-39.46248,-12.96260,-15.40476,76.22903,-58.00588,-31.71626,-107.40559,-22.87906,214.30720,276.64612,-7.14853,44.86184,-18.47928,41.02451,15.10055,-139.65247,-33.36094,75.09867,122.05285,9.64003,-6.09242,14.99659,-9.52881,78.93875,-69.33265,-88.75240,-5.81729,18.76551,-38.72576,96.55714,-205.33872,-163.16507,22.40178,-49.95028,-36.51422,51.30383,13.24656,20.76363,-164.32085,1.02871,80.64628,3.85807
1988,43.91039,56.44566,25.26124,-4.30536,-41.71536,-17.64203,-0.76048,6.38951,-3.83564,2.82529,1.95857,-0.65161,68.71873,2428.52502,965.70827,1725.63500,1221.73967,288.36456,387.63971,217.20388,104.40944,167.43560,217.10909,185.35424,89.24859,311.67102,-3.71205,365.99686,163.87104,116.53912,-33.47763,27.74126,-18.41197,-39.41752,12.68606,-42.80926,217.35153,571.30370,-142.35903,399.56642,-60.84375,8.66149,-34.98305,9.82744,-27.78766,-32.75263,299.28417,243.15778,-47.94022,-27.48840,17.15858,80.34428,13.41928,34.36352,-125.77343,-7.01238,358.49715,44.85837,-25.70442,27.59684,-28.76361,10.16841,-19.94084,-74.69705,-75.82298,79.90107,120.27249,-18.53179,-2.38776,-51.02201,-62.95353,69.85911,-104.19645,-44.09469,-2.59713,32.96362,128.19171,89.28942,-65.34800,-60.41385,18.63003,66.73743,-28.23588,-44.94897,1.48498,96.77311,-16.36563,-0.46663,112.94096,-15.42049
1988,44.56372,71.22201,20.89966,-8.27651,-49.23022,-19.34180,-1.09474,7.41036,0.08672,7.75281,-1.71276,-2.69174,13.77847,742.81273,920.84767,983.41837,769.14135,269.28228,310.99737,246.51823,132.09325,159.15529,160.02614,141.43200,-22.28695,-244.67700,11.94325,201.87458,126.44697,6.61412,-0.98859,43.22268,13.98686,-29.47708,30.43988,42.03074,-188.17535,194.08907,-94.32557,119.92356,-48.23565,24.92255,-20.54296,-5.57129,-36.74766,-5.63021,-203.58358,105.91314,-33.24237,33.19287,-24.76727,47.69642,-49.04761,-9.23259,24.08626,-80.79605,341.95322,203.17612,30.41726,67.54955,-10.89124,-17.37111,7.28435,-165.83495,-46.86561,49.57779,122.14244,21.81233,9.61693,16.67164,31.26371,-34.24015,-118.23583,-101.56950,-10.39278,0.76720,-102.55176,75.43959,-139.88463,-63.04808,-2.65229,-66.09592,0.34968,-18.85963,8.73194,46.95224,-100.07776,-4.41212,15.02107,-4.14296
1988,44.32022,58.03365,40.74847,0.10320,-57.01162,-22.09532,11.93489,8.58222,-8.38743,2.71200,0.86972,-0.99065,30.40678,1981.05077,951.58856,784.06161,596.71870,283.39584,279.09796,164.21000,138.01702,160.50538,154.10620,168.70427,134.37766,638.56743,31.37507,16.33988,30.95511,26.58065,-2.34889,24.11059,12.45705,-39.70032,35.71123,110.43331,298.96756,-23.69168,-194.92173,11.81713,16.13862,49.53571,-47.09370,-13.24111,-43.14385,23.68293,-329.90524,52.75778,-97.06721,40.84428,-20.17520,72.45107,11.87699,-19.46483,-0.88655,-42.04631,153.51189,51.69541,58.09484,43.87419,-41.22150,7.92623,-1.70393,-191.58657,-17.40300,47.67419,80.54157,-1.17269,-29.72429,-4.30678,-46.13929,141.04662,-76.12332,-76.25280,-17.62081,-4.75263,53.91261,41.80296,-99.18185,-140.05375,22.52908,-47.23950,25.96129,49.86158,6.52773,55.32829,21.79628,3.57067,217.09984,10.34078
1988,33.65989,3.14415,28.12179,-1.83366,-29.62118,-15.34221,-0.42949,-2.84499,-0.35998,-0.66552,4.05989,15.87430,93.99665,1409.27224,1330.60402,623.07084,1912.23688,374.55222,519.32912,276.44549,322.73588,165.87105,173.99048,244.39487,159.55124,233.40769,197.96142,-289.12456,272.08639,-31.14326,73.91062,-3.96755,25.94034,-17.06723,10.09430,231.76689,105.91678,-742.51328,-124.45454,-215.61662,-9.75790,-22.79380,-61.31285,32.11959,-24.23164,58.01271,-759.93680,-88.97939,101.14105,-88.40767,-1.60390,6.19550,-5.17278,-25.42239,-342.05821,22.30777,487.60663,10.63956,-118.43010,-46.18901,11.62533,-18.02254,-60.07992,-100.76738,151.06431,37.81967,-103.82968,-0.79701,9.16422,67.97807,2.46284,98.84766,6.62073,-119.30158,47.48614,33.43369,184.51715,45.81051,-94.06705,211.36025,41.40224,-19.06526,32.99537,-3.42513,7.90968,59.27264,-123.05600,29.80955,-113.98094,-59.71203
1992,42.95160,118.58210,-9.23806,-13.69275,-52.09825,-16.36514,-31.74132,10.49271,9.17464,6.75037,2.22053,1.75711,54.06068,3748.93737,552.08926,752.09376,581.23124,551.13580,526.49343,347.69541,159.51896,164.92110,158.38361,118.80234,361.02650,143.38055,-234.04462,-1.47414,-69.54060,-74.83770,153.88542,-54.94087,-19.26650,-4.75562,7.34236,47.84366,-431.24124,-223.79581,-164.12680,250.51747,-7.29743,-144.69077,19.83587,30.06045,-12.23882,-57.59286,162.62712,88.70031,8.41555,137.85586,24.23490,20.23934,2.88783,11.22893,-3.36099,118.74245,-123.20984,50.25897,-99.87917,51.38660,-11.04130,-38.95637,7.63334,-906.63419,-150.04730,-34.79369,-29.66450,34.77424,12.09645,-84.28580,-325.20951,72.21819,-104.84238,10.95518,42.31869,-48.80514,294.38941,42.68427,-25.86112,37.46046,50.14385,-82.63481,35.96991,11.44566,-8.40829,68.08019,9.38742,16.49622,20.88424,17.11924
1986,47.81007,116.78936,2.68714,-15.87534,-28.39274,-16.09191,-13.45205,12.63008,4.35963,12.23406,-2.32167,3.63544,31.00647,3086.34433,877.64090,720.64035,623.82738,385.37135,634.77689,346.16846,209.91364,205.08304,163.81371,163.59716,144.84885,-444.79515,-128.52153,53.54103,12.19653,-7.62506,24.71096,28.16783,-48.14564,-8.21868,16.74516,27.09461,-128.91675,24.18939,-116.83734,382.21488,2.81460,-185.74437,-52.81295,38.78481,-18.56896,-16.09878,29.32111,186.69393,-12.27347,63.92267,-17.03901,74.94433,-8.70596,29.98606,36.37495,-1.13751,213.08776,195.53352,-161.65399,79.26588,-12.12048,14.57802,3.82138,-785.36303,-101.97769,-3.45636,49.47501,-0.11839,67.72407,-10.04855,4.99674,-118.16797,-159.28514,-44.02868,-48.18131,-2.83543,247.98073,142.32676,-168.82009,107.08122,4.45375,-36.55948,-37.19055,38.42042,10.68267,-15.53843,-114.90309,-4.22048,37.07337,2.63242
1984,36.78517,-11.61734,-17.94458,-7.61638,-29.16980,-4.96413,-26.47894,-8.85441,-0.75475,-6.39994,2.12074,0.42500,32.60007,3419.72793,2032.60914,1017.80216,1065.06461,756.06943,367.29776,573.87150,244.55303,278.10789,213.26079,143.27873,269.18565,1537.12933,-225.08512,-374.51957,73.35692,71.51828,5.84059,28.58153,-54.85333,-15.07937,-2.06515,195.35312,-78.13350,-140.27357,-272.77365,196.89228,128.99099,57.60931,-38.45168,-4.45143,-10.58952,32.05603,-193.64989,91.93441,-99.36085,372.65914,119.75501,21.82790,-97.23310,17.40284,-9.13547,306.79996,449.38521,-273.74896,87.62921,-197.36533,-10.34107,31.84848,20.81014,219.50651,-186.26768,48.69130,44.19048,-43.66295,-18.53341,40.17168,-334.18011,173.15402,20.16216,-149.46140,-18.19974,-21.44998,365.92520,59.96566,24.30258,18.23634,42.76371,-234.85607,26.79934,54.81006,-8.97473,122.01395,-202.55395,-0.04080,-75.12845,-15.04610
1986,46.11881,110.72505,12.86821,-11.94238,-67.25451,-14.53833,-23.08749,7.88358,15.88374,11.96822,-0.59055,-1.20613,15.88202,2259.33433,454.10219,607.22023,627.14732,390.33466,675.76872,218.71882,213.83035,171.22875,133.72611,101.19693,131.70239,61.70145,-145.86589,70.23290,30.53057,38.42727,101.54000,-19.32558,-6.96142,-9.52760,-6.70290,30.50454,-273.37942,32.71417,-136.21939,506.12604,-62.28869,-236.94907,-35.91383,54.07367,-3.50936,-20.81513,-193.12930,44.09339,19.43236,113.86318,-50.99593,35.90083,-22.52534,0.26598,23.12150,41.16070,158.15041,85.58004,-221.10671,77.84766,-56.65461,17.79278,-13.30336,-627.47551,-37.65492,-41.24558,-28.93487,36.43742,61.76191,4.58213,-160.70655,-81.44510,-84.58815,-59.20117,3.41223,-0.22006,154.23611,42.42698,-142.70258,55.84936,-5.71677,-97.72592,29.35813,28.64367,-2.94810,117.37629,27.90465,2.59608,-51.04157,0.85885
1988,47.37860,91.44774,-14.65931,-17.85030,-28.78577,-17.23734,-8.59980,14.31907,12.15288,8.63602,-2.69366,3.79338,13.40911,3175.36014,663.88864,575.82519,305.12931,509.21750,387.97830,292.17162,108.76323,264.41870,249.33708,144.59749,171.20425,-531.67647,-122.60588,24.26844,128.25482,196.69915,-28.16592,43.45248,-28.29224,16.67103,-32.12521,1.18815,-207.18050,53.37781,-108.13543,173.49675,34.79336,-79.02601,26.85785,38.21028,-31.54151,-14.87878,-20.18218,114.75609,-12.01661,-9.55365,-60.39243,45.57181,26.28728,17.98970,8.71327,-220.16410,220.31779,-62.19796,-32.37126,136.33109,-0.83535,7.04652,-21.33581,-747.60223,-20.68554,-22.31433,-7.77732,40.25784,18.59549,-33.22212,-75.83612,-67.06729,-186.98885,-41.82282,-26.26546,-11.37373,198.58678,101.71434,-192.29010,71.47058,7.84900,-45.46140,45.98921,16.19632,-2.81788,59.18929,-132.90767,2.43329,148.29346,4.88222
1988,42.22326,62.37455,-4.56582,-10.24385,-36.72929,-5.94357,-30.75475,1.71681,-1.45991,-1.76855,3.08633,7.76297,75.44040,2432.65810,2635.04745,2169.32980,715.41295,901.39164,411.65438,455.06689,293.89489,286.64852,416.88742,199.49661,215.74738,670.38096,-720.28664,-162.93518,30.60677,69.21638,-29.96010,4.10342,-23.42377,56.04386,-44.23212,243.88301,153.74383,-146.98532,-148.49870,263.55040,118.72634,-8.74954,-13.84310,13.76467,-5.93022,10.48483,-49.13032,66.84475,-338.48537,43.88470,55.34831,139.73331,-105.61238,13.25375,1.84553,-167.88083,408.37965,250.74246,-32.99989,31.94816,60.61277,42.18522,-20.68694,-121.40132,-198.22585,152.97148,129.65779,45.23079,28.61160,14.99409,-182.53542,142.00765,-338.29706,-86.18000,35.09790,-41.34172,249.66238,135.70256,-485.99238,70.03338,74.64693,-93.47734,218.89955,65.99146,12.00009,-96.41107,-168.88309,13.08400,-98.24424,-40.33060
1984,42.24334,-38.03776,20.75681,30.71861,-49.09019,4.76333,-19.97077,2.18257,26.83618,5.31828,1.20289,-0.40865,50.51674,3189.94670,2988.44366,3939.69523,895.94359,1747.12736,567.28942,280.37954,281.66407,283.06522,462.08453,101.88951,225.12337,1405.70731,-2628.62404,232.20752,294.19820,586.41954,11.53045,-35.37005,-22.50167,101.58223,0.36357,247.75104,-1154.57352,-772.60952,335.53192,237.32513,220.30635,-157.22931,-102.62879,77.22084,44.08402,-155.92301,225.59163,-1049.53391,8.35982,168.98927,-18.89327,-30.16978,-95.73601,49.34801,-41.44092,-1104.73625,-562.01332,343.19270,-365.72458,-162.18037,-97.63849,-24.43443,-144.81446,-876.96859,-367.41952,8.75560,-77.36886,-219.81978,-96.51433,-114.46576,44.71903,314.66204,-268.16350,-185.89050,-93.77876,-20.72304,6.48684,187.47179,52.73708,-91.97501,35.08373,74.63721,87.14852,46.97379,-1.47080,-8.82967,63.70366,32.53357,125.56315,9.26382
1986,46.26820,93.54293,2.60646,-11.85255,-41.54257,-16.75218,-14.80563,9.60730,6.02853,8.69941,-0.16519,4.98201,30.36368,5258.30466,1025.12450,1009.31801,684.02819,463.75944,686.31023,351.23407,230.49099,237.25864,187.01063,216.16256,293.78868,-7.81194,-319.65051,-27.44263,13.11136,-56.21069,101.19787,3.97143,-11.59712,3.71579,32.98112,54.24108,-576.53731,-68.31555,-284.07313,222.90997,-47.74135,-99.51090,-15.48027,39.46837,-34.74890,-26.95400,488.38910,169.24871,53.09288,106.34389,-18.17668,75.27164,3.25458,3.22587,26.76610,219.05129,130.76248,81.85389,-142.76671,67.33111,37.50546,20.12354,11.33063,-1188.70379,-97.37361,-26.95136,1.22917,-28.32582,125.08126,-60.34937,-139.51412,-53.63643,-132.19734,-30.55675,-29.56157,-13.01946,109.40304,148.10971,-112.67995,91.89104,8.95668,-158.22526,-52.48640,23.40299,-1.96125,-117.91440,-82.88568,-9.39243,-144.47896,-17.98749
1988,49.22137,93.56547,4.60139,-19.07178,-44.19995,-17.34752,-10.02068,4.12072,8.71387,8.43592,-1.30114,1.60708,5.36429,795.26653,554.06112,285.84323,765.85948,388.80183,396.94898,248.08444,135.62550,202.55655,119.57032,232.81509,31.43847,-123.94958,-14.09494,-3.69595,-40.41885,-2.56719,85.09837,18.65233,3.94108,15.87745,7.26952,8.88742,48.57728,-178.83527,-146.27729,381.11268,-56.56362,-13.21308,32.33423,-2.49995,-1.38184,9.76544,153.07022,101.89582,-11.39908,149.80156,-50.54862,79.11744,-2.65635,28.04423,31.10233,-29.20246,24.89413,-11.98530,23.85455,73.80803,-10.89686,19.89836,-13.48276,-44.51697,0.19398,14.48746,52.13929,64.92597,133.11433,23.89920,45.05758,-79.18491,-84.80399,-31.72266,-50.51104,11.04920,-50.55346,102.10734,-74.47439,205.73903,-2.91926,-97.49822,3.81081,31.62759,-0.16325,-28.58762,-123.45097,-6.72876,-10.51437,5.60811
1986,44.50876,117.50043,16.80911,-9.99217,-44.80336,-14.01449,-17.55163,7.89405,7.31849,5.74312,0.13013,3.87749,16.02276,409.43521,695.96920,720.32779,636.01681,248.47942,543.45340,248.37479,215.59365,203.23510,153.33848,190.99348,4.31420,-164.25407,-208.94586,12.47065,14.68241,34.16244,-31.96984,12.87585,-28.52762,-12.31536,13.70118,27.51443,-0.72542,185.98458,-83.16920,409.53528,-18.18305,-132.87918,-13.11543,44.04578,-28.71392,11.54571,117.56698,77.13891,-68.34388,-4.29912,-59.86098,72.05363,-13.62950,21.94910,17.39934,2.83498,417.97598,104.86369,-92.32643,72.07995,-65.10204,0.92296,0.06710,-64.51573,-64.56875,42.52982,42.48558,-45.42017,76.40586,27.87757,-37.66327,-98.88782,-162.78522,-81.27334,-25.49905,-6.01741,-44.40170,144.86012,-132.68748,73.34328,-2.15630,-98.90478,-41.84264,44.87529,-5.59379,-8.93712,17.86147,-4.28321,-8.99164,7.69043
1988,47.39423,114.95501,7.43254,-11.07235,-39.19661,-11.49870,-10.18588,5.47516,5.74278,7.01182,-1.84642,0.79709,25.98110,622.61507,841.03066,992.87428,450.73047,398.44374,440.21730,177.45571,237.68433,202.95924,174.78584,154.07718,-18.50872,-283.63826,-386.25869,32.11284,18.29772,53.51750,16.04853,-16.39556,-19.76281,-27.56443,31.78061,28.67105,-115.39531,6.79191,-212.54784,259.30570,-30.58501,-152.90284,-9.53008,50.58464,-41.07699,26.37847,75.07233,119.25855,-98.45616,29.90664,-43.75959,73.20208,-37.32537,55.46140,15.97546,2.10585,331.64093,157.33476,-125.88773,83.65740,-17.21214,20.63636,-13.21081,-143.43345,-55.00350,16.25655,-7.54950,-41.66086,31.89945,23.40260,-23.50324,-148.63042,-150.97208,-25.53465,-9.15126,8.88748,13.19976,193.91316,-151.38033,56.18540,-18.38944,-91.70585,-23.22101,73.18641,-6.17030,48.06315,-100.71257,0.77467,-8.37864,-0.33315
1992,47.91792,130.84717,17.91759,-17.29470,-53.15304,-18.51064,-10.10982,8.04983,4.19890,10.95754,-2.41262,-0.48309,18.21831,781.40228,987.61610,297.89724,858.19263,257.89298,528.05659,196.34315,192.56474,124.66367,89.43701,178.68921,5.28217,-541.48773,168.68438,-28.07594,-34.24661,53.91003,64.20835,-6.30466,-15.59694,-13.75728,-7.61379,18.90697,-121.43986,-35.42664,-46.28955,492.53253,-15.63681,-95.60027,16.32731,36.70841,15.96420,20.56599,206.52606,253.73478,69.17196,125.98421,-12.08131,67.16503,4.79666,35.10714,15.72315,-151.77172,329.61859,13.76695,-167.40825,56.64340,-62.12296,-5.83931,0.96376,-166.18696,-59.04834,-4.01577,93.17563,-2.18345,143.92266,21.18468,9.55672,23.79728,-44.05065,-64.80153,27.78025,6.55411,-119.72261,45.40870,-53.94938,100.47242,-2.82020,-41.09032,-23.99645,52.00391,1.78378,-2.84581,123.99651,-9.29376,-147.39116,6.07718
